名称,種類,所在地,関連URL,写真,回収地区,回収日,回収品目,その他情報,コメント,経度,緯度
中央林間東  7,総合,大和市中央林間2-3-4,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,029-D-3,139.4475415,35.5007681
中央林間東  4,総合,大和市中央林間2-6-17 みどり野リハビリテーション裏通り,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,029-F-7,139.4485301,35.4988674
中央林間内山  8,総合,大和市中央林間9-51-9  五差路の倉庫前,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,004-B-7,139.4506592,35.5124271
中央林間内山  7,総合,大和市中央林間9-33-24  六差路,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,010-E-2,139.45226,35.510582
中央林間内山  4,総合,大和市中央林間9-11  緑の広場36号,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,010-F-6,139.4527659,35.5085937
中央林間内山  11,総合,大和市中央林間8-26-5  駐車場,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,010-F-10,139.4526802,35.5065598
中央林間内山  18,総合,大和市中央林間8-10  下鶴間橋西側,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,020-H-3,139.4539741,35.5052689
中央林間内山  5,総合,大和市中央林間8-8,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,020-F-4,139.4527436,35.5050347
中央林間内山  6,総合,大和市中央林間6-23-3,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,010-A-3,139.4498135,35.5096456
中央林間内山  9,総合,大和市中央林間6-4,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,009-G-8,139.4485328,35.5077077
中央林間内山  1,総合,大和市中央林間6-5-4  セ・パルレ中央林間1番館,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,019-H-2,139.449208,35.5061059
中央林間南  10,総合,大和市中央林間西4-22  緑野公園,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,028-E-3,139.4432977,35.5006328
中央林間南  4,総合,大和市中央林間西4-8  宇都宮記念公園,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,028-F-5,139.44378,35.4997163
中央林間南  12,総合,大和市中央林間1-22-20  松原幼稚園,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,028-G-1,139.4446212,35.5018243
中央林間南  8,総合,大和市中央林間西4-23　緑野2号公園,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,028-D-3,139.442644,35.5007506
中央林間南  9,総合,大和市中央林間西4-27-26  グリーンビレッジA,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,018-E-10,139.443496,35.5019858
中央林間南  1,総合,大和市中央林間1-1-7  座間街道沿い,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,029-D-9,139.4469611,35.4977707
中央林間南  5,総合,大和市中央林間1-15-2,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,028-H-7,139.4451517,35.4991183
中央林間南  2,総合,大和市中央林間1-11-30,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,029-A-8,139.4456261,35.4982273
中央林間南  6,総合,大和市中央林間1-16,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,029-A-5,139.4455429,35.5000654
上和田  20,総合,大和市上和田3294　スリーエフ大和上和田団地店内,,,回収地区10,A資源-毎月2・4回目金<BR>B資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,153-E-2,139.4744834,35.433777
札の辻  4,総合,大和市渋谷4-3-1  クリオ高座渋谷壱番館,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,151-A-1,139.4637452,35.4340607
札の辻  2,総合,大和市渋谷2-17-9  ファミールE,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,151-F-1,139.466044,35.4342047
札の辻  1,総合,大和市渋谷2-27-5  駐車場,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,143-F-8,139.4663119,35.435597
